Date,Open,High,Low,Close,Adj Close,Volume
2009-01-02,60.130001,61.000000,59.040001,60.650002,42.842499,11638900
2009-01-05,60.419998,60.770000,59.360001,60.049999,42.418663,15540000
2009-01-06,60.330002,60.439999,58.900002,59.689999,42.164352,22097600
2009-01-07,59.240002,59.820000,58.750000,59.130001,41.768772,14293300
2009-01-08,59.660000,59.889999,58.630001,59.020000,41.691071,17345400
2009-01-09,59.139999,59.549999,58.549999,59.049999,41.712257,14698300
2009-01-12,59.080002,59.410000,58.150002,58.340000,41.210728,15253100
2009-01-13,58.599998,59.119999,58.380001,58.840000,41.563923,15513400
2009-01-14,58.549999,58.590000,57.380001,57.950001,40.935238,16707900
2009-01-15,58.090000,58.200001,56.009998,57.619999,40.702137,20383600
2009-01-16,58.070000,58.070000,56.630001,57.439999,40.574978,20746500
2009-01-20,56.509998,58.029999,56.500000,56.750000,40.087566,23153700
2009-01-21,57.590000,57.590000,55.090000,56.360001,39.812077,22306100
2009-01-22,56.369999,56.970001,55.610001,56.869999,40.172329,19146100
2009-01-23,56.150002,56.389999,55.099998,55.970001,39.536602,21334000
2009-01-26,56.200001,56.950001,55.799999,56.549999,39.946293,16347800
2009-01-27,56.849998,57.740002,56.509998,57.540001,40.645638,14771500
2009-01-28,58.230000,58.750000,57.900002,58.560001,41.366138,18096400
2009-01-29,58.169998,58.770000,57.650002,58.279999,41.168346,16159300
2009-01-30,58.180000,58.389999,57.250000,57.689999,40.751587,13858500
2009-02-02,57.250000,58.139999,56.919998,57.689999,40.751587,10933900
2009-02-03,58.070000,58.810001,57.230000,58.580002,41.380276,13181700
2009-02-04,58.709999,59.130001,57.669998,57.959999,40.942318,11429500
2009-02-05,57.930000,58.540001,56.990002,58.110001,41.048267,14781300
2009-02-06,58.259998,58.720001,57.799999,58.509998,41.330811,11458700
2009-02-09,58.459999,58.700001,57.959999,58.500000,41.323757,9357000
2009-02-10,57.980000,58.500000,56.599998,56.730000,40.073448,16612000
2009-02-11,56.880001,57.369999,56.529999,57.330002,40.497284,14692600
2009-02-12,56.919998,57.849998,56.080002,57.779999,40.815136,14424600
2009-02-13,57.709999,57.799999,56.810001,57.099998,40.334812,12563900
2009-02-17,56.070000,56.790001,55.730000,55.980000,39.543655,15246500
2009-02-18,55.700001,56.259998,55.419998,55.830002,39.437695,15517100
2009-02-19,56.259998,56.500000,55.630001,55.930000,39.508316,12199800
2009-02-20,55.009998,55.470001,54.549999,54.650002,38.924282,24427000
2009-02-23,54.169998,55.090000,53.580002,53.650002,38.212036,20500400
2009-02-24,54.599998,54.770000,53.840000,54.540001,38.845947,18848100
2009-02-25,54.320000,54.759998,53.590000,53.959999,38.432838,21016500
2009-02-26,54.490002,54.490002,52.299999,52.439999,37.350216,21284600
2009-02-27,51.590000,52.000000,49.939999,50.000000,35.612335,29873300
2009-03-02,49.029999,49.430000,47.840000,47.919998,34.130863,27902900
2009-03-03,47.980000,48.529999,47.340000,47.639999,33.931442,25987400
2009-03-04,47.779999,49.369999,47.389999,49.099998,34.971313,24253500
2009-03-05,48.310001,48.610001,47.410000,47.669998,33.952805,22344000
2009-03-06,47.599998,48.590000,47.009998,47.970001,34.166485,19202100
2009-03-09,47.459999,47.750000,46.250000,46.599998,33.190697,23304900
2009-03-10,47.230000,47.869999,46.930000,47.779999,34.031158,21883400
2009-03-11,48.220001,48.730000,47.570000,47.900002,34.116619,16569300
2009-03-12,47.720001,49.320000,47.330002,49.000000,34.900101,16337000
2009-03-13,49.680000,50.790001,49.250000,50.639999,36.068169,16509600
2009-03-16,51.130001,51.509998,50.650002,50.730000,36.132290,16547600
2009-03-17,50.700001,50.790001,49.459999,50.720001,36.125156,17325700
2009-03-18,50.689999,51.580002,50.250000,50.660000,36.082436,16730400
2009-03-19,51.160000,51.160000,49.490002,50.060001,35.655075,18963600
2009-03-20,51.090000,52.000000,50.889999,51.669998,36.801792,27591800
2009-03-23,52.380001,53.230000,51.669998,53.230000,37.912891,18822300
2009-03-24,52.990002,53.599998,52.310001,52.700001,37.535412,17093700
2009-03-25,52.980000,53.270000,52.009998,52.860001,37.649368,15822000
2009-03-26,53.080002,53.700001,52.250000,52.900002,37.677860,14574000
2009-03-27,52.689999,53.290001,52.549999,52.830002,37.628010,11293600
2009-03-30,52.540001,53.459999,52.360001,53.009998,37.756207,15743200
2009-03-31,53.360001,53.500000,52.410000,52.599998,37.464188,18517700
2009-04-01,52.299999,53.200001,51.880001,53.040001,37.777580,13730300
2009-04-02,53.290001,54.130001,52.660000,52.970001,37.727722,17418900
2009-04-03,53.000000,53.299999,51.750000,52.150002,37.143677,15213700
2009-04-06,52.029999,52.540001,51.669998,52.200001,37.179276,12768700
2009-04-07,51.889999,52.000000,51.279999,51.360001,36.581009,13130100
2009-04-08,51.540001,51.869999,51.200001,51.450001,36.645100,10935000
2009-04-09,51.990002,52.060001,51.099998,51.410000,36.616615,15056300
2009-04-13,51.270000,51.560001,51.000000,51.150002,36.431442,12067200
2009-04-14,51.990002,52.459999,51.209999,51.369999,36.588120,20768400
2009-04-15,51.790001,52.080002,51.349998,51.770000,36.873024,11502500
2009-04-16,51.910000,52.320000,51.549999,52.200001,37.179276,12216300
2009-04-17,52.500000,53.369999,52.250000,53.049999,37.784695,17691800
2009-04-20,53.169998,53.490002,52.340000,52.470001,37.371586,15308900
2009-04-21,52.549999,52.880001,52.000000,52.459999,37.364464,12236500
2009-04-22,52.099998,52.150002,51.110001,51.180000,36.452789,13348300
2009-04-23,51.380001,51.509998,50.310001,51.400002,36.609501,14595000
2009-04-24,51.759998,51.840000,50.639999,50.919998,36.267601,14767300
2009-04-27,51.320000,51.709999,50.630001,50.860001,36.224888,13055900
2009-04-28,50.779999,51.279999,50.410000,50.650002,36.075302,12084100
2009-04-29,51.049999,51.090000,50.119999,51.029999,36.345959,18496500
2009-04-30,51.470001,52.610001,51.349998,52.360001,37.293243,20004600
2009-05-01,52.529999,52.590000,51.669998,52.590000,37.457058,12504500
2009-05-04,52.610001,53.900002,52.599998,53.759998,38.290386,15114500
2009-05-05,53.750000,54.400002,53.450001,54.360001,38.717743,13320600
2009-05-06,54.750000,54.750000,53.580002,54.209999,38.610897,16616500
2009-05-07,53.880001,55.000000,53.540001,54.889999,39.095234,15243000
2009-05-08,55.070000,55.500000,54.700001,54.980000,39.159332,13030600
2009-05-11,54.560001,54.869999,54.000000,54.110001,38.539688,13073000
2009-05-12,54.480000,55.169998,53.900002,55.000000,39.173573,11826000
2009-05-13,54.700001,55.439999,54.509998,55.150002,39.280411,10972400
2009-05-14,55.320000,55.400002,54.759998,55.020000,39.187828,11986300
2009-05-15,55.000000,55.439999,54.709999,55.410000,39.465588,16430700
2009-05-18,55.799999,56.119999,55.220001,56.049999,39.921440,12879100
2009-05-19,56.209999,56.209999,55.700001,55.889999,39.807465,13350400
2009-05-20,56.220001,56.480000,55.799999,55.869999,39.793221,13729800
2009-05-21,55.430000,55.580002,54.450001,54.990002,39.513000,12492700
2009-05-22,55.099998,55.439999,54.630001,54.770000,39.354939,7425900
2009-05-26,54.689999,55.419998,54.119999,55.259998,39.707016,11389200
2009-05-27,55.439999,55.500000,54.160000,54.220001,38.959717,12480300
2009-05-28,54.250000,54.919998,53.860001,54.529999,39.182461,10890800
2009-05-29,54.590000,55.279999,54.000000,55.160000,39.635136,12505200
2009-06-01,55.750000,56.049999,55.270000,55.779999,40.080662,12454200
2009-06-02,56.049999,56.480000,55.619999,56.209999,40.389626,10277000
2009-06-03,55.880001,56.299999,55.660000,56.160000,40.353710,11191300
2009-06-04,56.360001,56.400002,55.470001,55.840000,40.123764,12219700
2009-06-05,55.810001,56.200001,55.139999,55.930000,40.188419,10215400
2009-06-08,55.720001,56.139999,55.160000,55.630001,39.972858,9891200
2009-06-09,56.029999,56.250000,55.650002,55.700001,40.023159,11173700
2009-06-10,56.020000,56.250000,55.220001,55.660000,39.994431,13263900
2009-06-11,55.650002,56.480000,55.610001,56.049999,40.274658,12778400
2009-06-12,55.880001,56.540001,55.720001,56.060001,40.281853,11882300
2009-06-15,55.840000,55.980000,54.540001,54.750000,39.340553,14810500
2009-06-16,55.009998,55.320000,54.590000,54.619999,39.247135,12606700
2009-06-17,54.680000,55.529999,54.549999,55.200001,39.663895,13061800
2009-06-18,55.369999,56.169998,55.009998,55.790001,40.087841,12103400
2009-06-19,56.299999,56.650002,55.910000,56.090000,40.303406,19334700
2009-06-22,55.869999,55.959999,55.380001,55.490002,39.872276,13237400
2009-06-23,55.540001,55.590000,54.910000,55.009998,39.527378,12447400
2009-06-24,55.259998,55.830002,55.040001,55.459999,39.850716,12467600
2009-06-25,55.310001,56.439999,55.119999,56.270000,40.432739,14239900
2009-06-26,56.209999,56.599998,55.650002,56.599998,40.669865,32295700
2009-06-29,56.610001,57.000000,56.029999,56.959999,40.928539,13811100
2009-06-30,57.230000,57.230000,56.230000,56.799999,40.813568,15974700
2009-07-01,56.820000,57.180000,56.389999,57.070000,41.007576,15318000
2009-07-02,56.730000,56.730000,55.950001,55.980000,40.224358,15118600
2009-07-06,56.110001,56.759998,55.709999,56.619999,40.684219,12879500
2009-07-07,56.610001,56.709999,56.130001,56.230000,40.404003,9678600
2009-07-08,56.450001,57.220001,56.230000,57.080002,41.014759,15414200
2009-07-09,57.099998,57.250000,56.290001,56.689999,40.734520,11324800
2009-07-10,56.340000,57.380001,56.250000,56.930000,40.906990,13661800
2009-07-13,56.910000,57.860001,56.770000,57.720001,41.474640,13564900
2009-07-14,58.000000,58.709999,57.439999,58.230000,41.841095,20433700
2009-07-15,58.459999,59.000000,58.220001,58.959999,42.365635,12986200
2009-07-16,58.939999,59.700001,58.820000,59.250000,42.574024,11596000
2009-07-17,59.560001,59.560001,58.740002,59.230000,42.559647,11311000
2009-07-20,59.459999,59.459999,58.740002,59.060001,42.437492,9226300
2009-07-21,59.330002,59.900002,58.820000,59.490002,42.746471,11222600
2009-07-22,59.450001,59.840000,58.950001,59.189999,42.530903,9358600
2009-07-23,59.259998,60.349998,59.099998,60.220001,43.271011,12494700
2009-07-24,60.259998,61.619999,60.220001,61.509998,44.197926,11413300
2009-07-27,61.490002,61.689999,60.619999,61.270000,44.025475,7937700
2009-07-28,61.029999,61.570000,60.599998,60.919998,43.773972,9025500
2009-07-29,60.740002,61.439999,60.689999,61.160000,43.946445,10522700
2009-07-30,61.660000,62.470001,61.520000,61.790001,44.399136,12636500
2009-07-31,61.830002,62.169998,60.779999,60.889999,43.752438,13230900
2009-08-03,61.160000,61.189999,60.430000,61.099998,43.903339,11178800
2009-08-04,61.150002,61.150002,60.669998,61.060001,43.874599,8906600
